frame,track_id_a,track_id_b,cost_px,status
541,102,,,unmatched_a_extra
541,88,,,unmatched_a_extra
541,115,,,unmatched_a_extra
542,92,77,20.8,matched
542,97,78,11.8,matched
542,89,,,unmatched_a_extra
542,102,,,unmatched_a_extra
542,88,,,unmatched_a_extra
542,115,,,unmatched_a_extra
543,92,77,14.0,matched
543,97,78,10.6,matched
543,89,,,unmatched_a_extra
543,102,,,unmatched_a_extra
543,88,,,unmatched_a_extra
543,115,,,unmatched_a_extra
544,97,77,121.5,matched
544,88,78,694.4,rejected_too_far
544,89,,,unmatched_a_extra
544,102,,,unmatched_a_extra
544,115,,,unmatched_a_extra
545,97,78,8.3,matched
545,88,77,832.8,rejected_too_far
545,89,,,unmatched_a_extra
545,102,,,unmatched_a_extra
545,115,,,unmatched_a_extra
546,97,78,10.2,matched
546,88,77,860.5,rejected_too_far
546,89,,,unmatched_a_extra
546,102,,,unmatched_a_extra
546,115,,,unmatched_a_extra
547,97,78,16.4,matched
547,88,77,895.9,rejected_too_far
547,89,,,unmatched_a_extra
547,102,,,unmatched_a_extra
547,115,,,unmatched_a_extra
548,97,78,10.6,matched
548,88,77,917.5,rejected_too_far
548,89,,,unmatched_a_extra
548,102,,,unmatched_a_extra
548,115,,,unmatched_a_extra
549,97,78,9.3,matched
549,88,77,932.1,rejected_too_far
549,89,,,unmatched_a_extra
549,102,,,unmatched_a_extra
549,115,,,unmatched_a_extra
550,97,78,11.5,matched
550,88,77,945.7,rejected_too_far
550,89,,,unmatched_a_extra
550,102,,,unmatched_a_extra
550,115,,,unmatched_a_extra
551,97,78,16.9,matched
551,88,77,959.6,rejected_too_far
551,89,,,unmatched_a_extra
551,102,,,unmatched_a_extra
551,115,,,unmatched_a_extra
552,97,78,19.3,matched
552,88,77,971.4,rejected_too_far
552,89,,,unmatched_a_extra
552,102,,,unmatched_a_extra
552,115,,,unmatched_a_extra
553,97,78,10.8,matched
553,88,77,980.6,rejected_too_far
553,89,,,unmatched_a_extra
553,102,,,unmatched_a_extra
553,115,,,unmatched_a_extra
554,97,78,12.6,matched
554,92,77,28.1,matched
554,89,,,unmatched_a_extra
554,102,,,unmatched_a_extra
554,88,,,unmatched_a_extra
554,115,,,unmatched_a_extra
555,97,78,18.8,matched
555,92,77,17.5,matched
555,89,,,unmatched_a_extra
555,102,,,unmatched_a_extra
555,88,,,unmatched_a_extra
555,115,,,unmatched_a_extra
556,97,78,12.7,matched
556,92,77,21.6,matched
556,89,,,unmatched_a_extra
556,102,,,unmatched_a_extra
556,88,,,unmatched_a_extra
556,115,,,unmatched_a_extra
557,97,78,12.1,matched
557,92,77,8.6,matched
557,89,,,unmatched_a_extra
557,102,,,unmatched_a_extra
557,88,,,unmatched_a_extra
557,115,,,unmatched_a_extra
558,97,78,12.7,matched
558,92,77,12.1,matched
558,89,,,unmatched_a_extra
558,102,,,unmatched_a_extra
558,88,,,unmatched_a_extra
558,115,,,unmatched_a_extra
559,97,78,12.8,matched
559,92,77,10.8,matched
559,89,,,unmatched_a_extra
559,102,,,unmatched_a_extra
559,88,,,unmatched_a_extra
559,115,,,unmatched_a_extra
560,97,78,15.5,matched
560,92,77,11.9,matched
560,89,,,unmatched_a_extra
560,102,,,unmatched_a_extra
560,88,,,unmatched_a_extra
560,115,,,unmatched_a_extra
561,97,78,17.3,matched
561,92,77,20.1,matched
561,89,,,unmatched_a_extra
561,102,,,unmatched_a_extra
561,88,,,unmatched_a_extra
561,115,,,unmatched_a_extra
562,97,78,21.0,matched
562,92,77,20.4,matched
562,89,,,unmatched_a_extra
562,102,,,unmatched_a_extra
562,88,,,unmatched_a_extra
562,115,,,unmatched_a_extra
563,97,78,20.5,matched
563,92,77,12.5,matched
563,89,,,unmatched_a_extra
563,102,,,unmatched_a_extra
563,88,,,unmatched_a_extra
563,115,,,unmatched_a_extra
564,97,78,16.6,matched
564,92,77,12.4,matched
564,89,,,unmatched_a_extra
564,88,,,unmatched_a_extra
564,115,,,unmatched_a_extra
565,97,78,16.4,matched
565,92,77,12.4,matched
565,89,,,unmatched_a_extra
565,88,,,unmatched_a_extra
565,115,,,unmatched_a_extra
565,102,,,unmatched_a_extra
566,97,78,17.7,matched
566,92,77,15.4,matched
566,89,,,unmatched_a_extra
566,88,,,unmatched_a_extra
566,115,,,unmatched_a_extra
566,102,,,unmatched_a_extra
567,97,78,16.2,matched
567,92,77,17.2,matched
567,89,,,unmatched_a_extra
567,88,,,unmatched_a_extra
567,115,,,unmatched_a_extra
567,102,,,unmatched_a_extra
568,97,78,14.6,matched
568,92,77,16.7,matched
568,89,,,unmatched_a_extra
568,88,,,unmatched_a_extra
568,115,,,unmatched_a_extra
568,102,,,unmatched_a_extra
569,97,78,16.6,matched
569,92,77,17.1,matched
569,89,,,unmatched_a_extra
569,88,,,unmatched_a_extra
569,115,,,unmatched_a_extra
569,102,,,unmatched_a_extra
570,97,78,16.4,matched
570,92,77,18.4,matched
570,89,,,unmatched_a_extra
570,88,,,unmatched_a_extra
570,115,,,unmatched_a_extra
570,102,,,unmatched_a_extra
570,118,,,unmatched_a_extra
571,97,78,16.8,matched
571,92,77,20.0,matched
571,89,,,unmatched_a_extra
571,88,,,unmatched_a_extra
571,115,,,unmatched_a_extra
571,102,,,unmatched_a_extra
571,118,,,unmatched_a_extra
572,97,78,19.8,matched
572,92,77,26.8,matched
572,89,,,unmatched_a_extra
572,88,,,unmatched_a_extra
572,115,,,unmatched_a_extra
572,102,,,unmatched_a_extra
572,118,,,unmatched_a_extra
573,97,78,19.8,matched
573,89,,,unmatched_a_extra
573,88,,,unmatched_a_extra
573,115,,,unmatched_a_extra
573,92,,,unmatched_a_extra
573,102,,,unmatched_a_extra
573,118,,,unmatched_a_extra
574,97,78,24.7,matched
574,89,,,unmatched_a_extra
574,88,,,unmatched_a_extra
574,115,,,unmatched_a_extra
574,92,,,unmatched_a_extra
574,102,,,unmatched_a_extra
574,118,,,unmatched_a_extra
575,97,78,28.6,matched
575,89,,,unmatched_a_extra
575,88,,,unmatched_a_extra
575,115,,,unmatched_a_extra
575,92,,,unmatched_a_extra
575,102,,,unmatched_a_extra
575,118,,,unmatched_a_extra
576,97,78,31.1,matched
576,89,,,unmatched_a_extra
576,88,,,unmatched_a_extra
576,115,,,unmatched_a_extra
576,92,,,unmatched_a_extra
576,102,,,unmatched_a_extra
576,118,,,unmatched_a_extra
577,97,78,30.7,matched
577,89,,,unmatched_a_extra
577,88,,,unmatched_a_extra
577,115,,,unmatched_a_extra
577,92,,,unmatched_a_extra
577,102,,,unmatched_a_extra
577,118,,,unmatched_a_extra
578,97,78,25.7,matched
578,89,,,unmatched_a_extra
578,88,,,unmatched_a_extra
578,115,,,unmatched_a_extra
578,92,,,unmatched_a_extra
578,102,,,unmatched_a_extra
578,118,,,unmatched_a_extra
579,97,78,24.5,matched
579,89,,,unmatched_a_extra
579,88,,,unmatched_a_extra
579,115,,,unmatched_a_extra
579,92,,,unmatched_a_extra
579,102,,,unmatched_a_extra
579,118,,,unmatched_a_extra
580,97,78,26.7,matched
580,88,,,unmatched_a_extra
580,115,,,unmatched_a_extra
580,92,,,unmatched_a_extra
580,102,,,unmatched_a_extra
580,118,,,unmatched_a_extra
581,97,78,25.1,matched
581,88,,,unmatched_a_extra
581,115,,,unmatched_a_extra
581,92,,,unmatched_a_extra
581,102,,,unmatched_a_extra
581,118,,,unmatched_a_extra
582,97,78,26.1,matched
582,88,,,unmatched_a_extra
582,115,,,unmatched_a_extra
582,92,,,unmatched_a_extra
582,102,,,unmatched_a_extra
582,118,,,unmatched_a_extra
583,97,78,23.9,matched
583,88,,,unmatched_a_extra
583,115,,,unmatched_a_extra
583,92,,,unmatched_a_extra
583,102,,,unmatched_a_extra
583,118,,,unmatched_a_extra
584,97,78,26.2,matched
584,88,,,unmatched_a_extra
584,115,,,unmatched_a_extra
584,92,,,unmatched_a_extra
584,102,,,unmatched_a_extra
584,118,,,unmatched_a_extra
585,97,78,24.9,matched
585,88,,,unmatched_a_extra
585,115,,,unmatched_a_extra
585,92,,,unmatched_a_extra
585,102,,,unmatched_a_extra
585,118,,,unmatched_a_extra
586,97,78,26.1,matched
586,88,,,unmatched_a_extra
586,115,,,unmatched_a_extra
586,92,,,unmatched_a_extra
586,102,,,unmatched_a_extra
586,118,,,unmatched_a_extra
587,97,78,21.8,matched
587,88,,,unmatched_a_extra
587,115,,,unmatched_a_extra
587,92,,,unmatched_a_extra
587,102,,,unmatched_a_extra
587,118,,,unmatched_a_extra
588,97,78,30.1,matched
588,88,,,unmatched_a_extra
588,115,,,unmatched_a_extra
588,92,,,unmatched_a_extra
588,102,,,unmatched_a_extra
588,118,,,unmatched_a_extra
589,97,78,14.3,matched
589,88,,,unmatched_a_extra
589,115,,,unmatched_a_extra
589,92,,,unmatched_a_extra
589,102,,,unmatched_a_extra
589,118,,,unmatched_a_extra
590,118,78,184.3,rejected_too_far
590,88,,,unmatched_a_extra
590,115,,,unmatched_a_extra
590,92,,,unmatched_a_extra
590,102,,,unmatched_a_extra
591,97,78,92.4,matched
591,88,,,unmatched_a_extra
591,115,,,unmatched_a_extra
591,92,,,unmatched_a_extra
591,102,,,unmatched_a_extra
591,118,,,unmatched_a_extra
592,97,78,59.8,matched
592,88,,,unmatched_a_extra
592,115,,,unmatched_a_extra
592,92,,,unmatched_a_extra
592,102,,,unmatched_a_extra
592,118,,,unmatched_a_extra
593,97,78,43.0,matched
593,88,,,unmatched_a_extra
593,115,,,unmatched_a_extra
593,92,,,unmatched_a_extra
593,102,,,unmatched_a_extra
593,118,,,unmatched_a_extra
594,118,80,18.8,matched
594,97,78,37.1,matched
594,88,,,unmatched_a_extra
594,115,,,unmatched_a_extra
594,92,,,unmatched_a_extra
594,102,,,unmatched_a_extra
595,118,80,16.6,matched
595,97,78,35.0,matched
595,88,,,unmatched_a_extra
595,115,,,unmatched_a_extra
595,92,,,unmatched_a_extra
595,102,,,unmatched_a_extra
596,118,80,15.0,matched
596,97,78,35.5,matched
596,88,,,unmatched_a_extra
596,115,,,unmatched_a_extra
596,92,,,unmatched_a_extra
596,102,,,unmatched_a_extra
597,118,80,12.2,matched
597,97,78,30.6,matched
597,88,,,unmatched_a_extra
597,115,,,unmatched_a_extra
597,92,,,unmatched_a_extra
597,102,,,unmatched_a_extra
598,118,78,12.9,matched
598,88,,,unmatched_a_extra
598,115,,,unmatched_a_extra
598,92,,,unmatched_a_extra
598,102,,,unmatched_a_extra
598,97,,,unmatched_a_extra
599,118,78,11.6,matched
599,88,,,unmatched_a_extra
599,115,,,unmatched_a_extra
599,92,,,unmatched_a_extra
599,102,,,unmatched_a_extra
599,97,,,unmatched_a_extra
600,118,80,11.2,matched
600,97,78,41.9,matched
600,88,,,unmatched_a_extra
600,115,,,unmatched_a_extra
600,92,,,unmatched_a_extra
600,102,,,unmatched_a_extra
601,118,80,8.0,matched
601,88,,,unmatched_a_extra
601,115,,,unmatched_a_extra
601,92,,,unmatched_a_extra
601,102,,,unmatched_a_extra
601,97,,,unmatched_a_extra
602,118,80,10.5,matched
602,88,,,unmatched_a_extra
602,115,,,unmatched_a_extra
602,92,,,unmatched_a_extra
602,102,,,unmatched_a_extra
602,97,,,unmatched_a_extra
603,118,80,9.6,matched
603,88,,,unmatched_a_extra
603,115,,,unmatched_a_extra
603,92,,,unmatched_a_extra
603,102,,,unmatched_a_extra
603,97,,,unmatched_a_extra
604,118,80,8.6,matched
604,88,,,unmatched_a_extra
604,115,,,unmatched_a_extra
604,92,,,unmatched_a_extra
604,102,,,unmatched_a_extra
604,97,,,unmatched_a_extra
605,118,80,7.2,matched
605,88,,,unmatched_a_extra
605,115,,,unmatched_a_extra
605,92,,,unmatched_a_extra
605,102,,,unmatched_a_extra
605,97,,,unmatched_a_extra
606,118,80,8.6,matched
606,88,,,unmatched_a_extra
606,115,,,unmatched_a_extra
606,92,,,unmatched_a_extra
606,102,,,unmatched_a_extra
606,97,,,unmatched_a_extra
606,123,,,unmatched_a_extra
607,118,80,14.5,matched
607,88,,,unmatched_a_extra
607,115,,,unmatched_a_extra
607,92,,,unmatched_a_extra
607,102,,,unmatched_a_extra
607,97,,,unmatched_a_extra
607,123,,,unmatched_a_extra
608,118,80,7.8,matched
608,88,,,unmatched_a_extra
608,115,,,unmatched_a_extra
608,92,,,unmatched_a_extra
608,102,,,unmatched_a_extra
608,97,,,unmatched_a_extra
608,123,,,unmatched_a_extra
609,118,80,7.3,matched
609,88,,,unmatched_a_extra
609,115,,,unmatched_a_extra
609,92,,,unmatched_a_extra
609,102,,,unmatched_a_extra
609,97,,,unmatched_a_extra
609,123,,,unmatched_a_extra
610,118,80,6.0,matched
610,88,,,unmatched_a_extra
610,115,,,unmatched_a_extra
610,92,,,unmatched_a_extra
610,102,,,unmatched_a_extra
610,97,,,unmatched_a_extra
610,123,,,unmatched_a_extra
611,118,80,13.2,matched
611,88,,,unmatched_a_extra
611,115,,,unmatched_a_extra
611,92,,,unmatched_a_extra
611,102,,,unmatched_a_extra
611,97,,,unmatched_a_extra
611,123,,,unmatched_a_extra
612,118,80,4.3,matched
612,88,,,unmatched_a_extra
612,115,,,unmatched_a_extra
612,92,,,unmatched_a_extra
612,102,,,unmatched_a_extra
612,97,,,unmatched_a_extra
612,123,,,unmatched_a_extra
613,118,80,13.0,matched
613,88,,,unmatched_a_extra
613,115,,,unmatched_a_extra
613,92,,,unmatched_a_extra
613,102,,,unmatched_a_extra
613,97,,,unmatched_a_extra
613,123,,,unmatched_a_extra
614,118,80,11.4,matched
614,88,,,unmatched_a_extra
614,115,,,unmatched_a_extra
614,92,,,unmatched_a_extra
614,102,,,unmatched_a_extra
614,97,,,unmatched_a_extra
614,123,,,unmatched_a_extra
615,118,80,6.2,matched
615,88,,,unmatched_a_extra
615,115,,,unmatched_a_extra
615,92,,,unmatched_a_extra
615,102,,,unmatched_a_extra
615,97,,,unmatched_a_extra
615,123,,,unmatched_a_extra
616,118,80,2.2,matched
616,88,,,unmatched_a_extra
616,115,,,unmatched_a_extra
616,92,,,unmatched_a_extra
616,102,,,unmatched_a_extra
616,97,,,unmatched_a_extra
616,123,,,unmatched_a_extra
617,118,80,15.8,matched
617,88,,,unmatched_a_extra
617,115,,,unmatched_a_extra
617,92,,,unmatched_a_extra
617,102,,,unmatched_a_extra
617,123,,,unmatched_a_extra
618,118,80,23.0,matched
618,88,,,unmatched_a_extra
618,115,,,unmatched_a_extra
618,92,,,unmatched_a_extra
618,102,,,unmatched_a_extra
618,123,,,unmatched_a_extra
619,118,80,16.7,matched
619,88,,,unmatched_a_extra
619,115,,,unmatched_a_extra
619,92,,,unmatched_a_extra
619,102,,,unmatched_a_extra
619,123,,,unmatched_a_extra
620,118,80,3.3,matched
620,88,,,unmatched_a_extra
620,115,,,unmatched_a_extra
620,92,,,unmatched_a_extra
620,102,,,unmatched_a_extra
620,123,,,unmatched_a_extra
621,118,80,18.3,matched
621,88,,,unmatched_a_extra
621,115,,,unmatched_a_extra
621,92,,,unmatched_a_extra
621,102,,,unmatched_a_extra
621,123,,,unmatched_a_extra
622,118,80,19.3,matched
622,88,,,unmatched_a_extra
622,115,,,unmatched_a_extra
622,92,,,unmatched_a_extra
622,102,,,unmatched_a_extra
622,123,,,unmatched_a_extra
623,118,80,16.5,matched
623,88,,,unmatched_a_extra
623,115,,,unmatched_a_extra
623,92,,,unmatched_a_extra
623,102,,,unmatched_a_extra
623,123,,,unmatched_a_extra
624,118,80,11.2,matched
624,88,,,unmatched_a_extra
624,115,,,unmatched_a_extra
624,92,,,unmatched_a_extra
624,102,,,unmatched_a_extra
624,123,,,unmatched_a_extra
625,118,80,20.5,matched
625,88,,,unmatched_a_extra
625,115,,,unmatched_a_extra
625,92,,,unmatched_a_extra
625,102,,,unmatched_a_extra
625,123,,,unmatched_a_extra
626,118,80,149.8,matched
626,88,,,unmatched_a_extra
626,115,,,unmatched_a_extra
626,92,,,unmatched_a_extra
626,102,,,unmatched_a_extra
626,123,,,unmatched_a_extra
627,118,80,207.4,rejected_too_far
627,88,,,unmatched_a_extra
627,115,,,unmatched_a_extra
627,92,,,unmatched_a_extra
627,102,,,unmatched_a_extra
627,123,,,unmatched_a_extra
628,102,80,579.3,rejected_too_far
628,88,,,unmatched_a_extra
628,115,,,unmatched_a_extra
628,92,,,unmatched_a_extra
628,123,,,unmatched_a_extra
629,102,80,602.4,rejected_too_far
629,88,,,unmatched_a_extra
629,115,,,unmatched_a_extra
629,92,,,unmatched_a_extra
629,123,,,unmatched_a_extra
630,102,80,603.5,rejected_too_far
630,88,,,unmatched_a_extra
630,115,,,unmatched_a_extra
630,92,,,unmatched_a_extra
630,123,,,unmatched_a_extra
631,102,80,588.4,rejected_too_far
631,88,,,unmatched_a_extra
631,115,,,unmatched_a_extra
631,92,,,unmatched_a_extra
631,123,,,unmatched_a_extra
632,118,80,219.8,rejected_too_far
632,88,,,unmatched_a_extra
632,115,,,unmatched_a_extra
632,92,,,unmatched_a_extra
632,102,,,unmatched_a_extra
632,123,,,unmatched_a_extra
633,118,80,131.0,matched
633,88,,,unmatched_a_extra
633,115,,,unmatched_a_extra
633,92,,,unmatched_a_extra
633,102,,,unmatched_a_extra
633,123,,,unmatched_a_extra
634,118,80,66.8,matched
634,88,,,unmatched_a_extra
634,115,,,unmatched_a_extra
634,92,,,unmatched_a_extra
634,102,,,unmatched_a_extra
634,123,,,unmatched_a_extra
635,118,80,37.7,matched
635,88,,,unmatched_a_extra
635,115,,,unmatched_a_extra
635,92,,,unmatched_a_extra
635,102,,,unmatched_a_extra
635,123,,,unmatched_a_extra
636,118,80,32.9,matched
636,88,,,unmatched_a_extra
636,115,,,unmatched_a_extra
636,92,,,unmatched_a_extra
636,102,,,unmatched_a_extra
636,123,,,unmatched_a_extra
637,118,80,20.5,matched
637,88,,,unmatched_a_extra
637,115,,,unmatched_a_extra
637,92,,,unmatched_a_extra
637,102,,,unmatched_a_extra
637,123,,,unmatched_a_extra
638,118,80,19.5,matched
638,88,,,unmatched_a_extra
638,115,,,unmatched_a_extra
638,92,,,unmatched_a_extra
638,102,,,unmatched_a_extra
638,123,,,unmatched_a_extra
639,118,80,20.2,matched
639,88,,,unmatched_a_extra
639,115,,,unmatched_a_extra
639,92,,,unmatched_a_extra
639,102,,,unmatched_a_extra
639,123,,,unmatched_a_extra
640,118,80,27.1,matched
640,88,,,unmatched_a_extra
640,115,,,unmatched_a_extra
640,92,,,unmatched_a_extra
640,102,,,unmatched_a_extra
640,123,,,unmatched_a_extra
641,118,80,29.6,matched
641,88,,,unmatched_a_extra
641,115,,,unmatched_a_extra
641,92,,,unmatched_a_extra
641,102,,,unmatched_a_extra
641,123,,,unmatched_a_extra
642,118,80,25.9,matched
642,88,,,unmatched_a_extra
642,115,,,unmatched_a_extra
642,92,,,unmatched_a_extra
642,102,,,unmatched_a_extra
642,123,,,unmatched_a_extra
643,118,80,28.7,matched
643,88,,,unmatched_a_extra
643,115,,,unmatched_a_extra
643,92,,,unmatched_a_extra
643,102,,,unmatched_a_extra
643,123,,,unmatched_a_extra
644,102,86,17.6,matched
644,118,80,32.4,matched
644,88,,,unmatched_a_extra
644,115,,,unmatched_a_extra
644,92,,,unmatched_a_extra
644,123,,,unmatched_a_extra
645,102,86,17.0,matched
645,118,80,29.7,matched
645,88,,,unmatched_a_extra
645,115,,,unmatched_a_extra
645,92,,,unmatched_a_extra
645,123,,,unmatched_a_extra
646,102,86,17.1,matched
646,118,80,25.2,matched
646,88,,,unmatched_a_extra
646,115,,,unmatched_a_extra
646,92,,,unmatched_a_extra
646,123,,,unmatched_a_extra
647,102,86,20.7,matched
647,118,80,25.0,matched
647,88,,,unmatched_a_extra
647,115,,,unmatched_a_extra
647,92,,,unmatched_a_extra
647,123,,,unmatched_a_extra
648,102,86,23.8,matched
648,118,80,31.6,matched
648,88,,,unmatched_a_extra
648,115,,,unmatched_a_extra
648,92,,,unmatched_a_extra
648,123,,,unmatched_a_extra
649,102,86,22.4,matched
649,118,80,38.7,matched
649,88,,,unmatched_a_extra
649,115,,,unmatched_a_extra
649,92,,,unmatched_a_extra
649,123,,,unmatched_a_extra
650,102,86,22.4,matched
650,118,80,33.0,matched
650,88,,,unmatched_a_extra
650,115,,,unmatched_a_extra
650,92,,,unmatched_a_extra
650,123,,,unmatched_a_extra
651,102,86,24.6,matched
651,118,80,33.1,matched
651,88,,,unmatched_a_extra
651,115,,,unmatched_a_extra
651,92,,,unmatched_a_extra
651,123,,,unmatched_a_extra
652,88,88,15.4,matched
652,102,86,24.1,matched
652,118,80,49.9,matched
652,115,,,unmatched_a_extra
652,92,,,unmatched_a_extra
652,123,,,unmatched_a_extra
653,88,88,17.0,matched
653,102,86,16.4,matched
653,118,80,56.4,matched
653,115,,,unmatched_a_extra
653,92,,,unmatched_a_extra
653,123,,,unmatched_a_extra
654,88,88,15.8,matched
654,102,86,13.0,matched
654,118,80,67.8,matched
654,115,,,unmatched_a_extra
654,92,,,unmatched_a_extra
654,123,,,unmatched_a_extra
655,88,88,18.4,matched
655,102,86,13.1,matched
655,115,,,unmatched_a_extra
655,92,,,unmatched_a_extra
655,123,,,unmatched_a_extra
655,118,,,unmatched_a_extra
656,88,88,18.6,matched
656,102,86,18.9,matched
656,115,,,unmatched_a_extra
656,92,,,unmatched_a_extra
656,123,,,unmatched_a_extra
656,118,,,unmatched_a_extra
656,129,,,unmatched_a_extra
657,88,88,10.9,matched
657,102,86,20.3,matched
657,115,,,unmatched_a_extra
657,92,,,unmatched_a_extra
657,123,,,unmatched_a_extra
657,118,,,unmatched_a_extra
657,129,,,unmatched_a_extra
658,88,88,15.5,matched
658,102,86,13.1,matched
658,115,,,unmatched_a_extra
658,92,,,unmatched_a_extra
658,123,,,unmatched_a_extra
658,118,,,unmatched_a_extra
658,129,,,unmatched_a_extra
659,88,88,11.2,matched
659,102,86,10.2,matched
659,115,,,unmatched_a_extra
659,92,,,unmatched_a_extra
659,118,,,unmatched_a_extra
659,129,,,unmatched_a_extra
660,88,88,16.1,matched
660,102,86,10.5,matched
660,115,,,unmatched_a_extra
660,92,,,unmatched_a_extra
660,118,,,unmatched_a_extra
660,129,,,unmatched_a_extra
661,88,88,9.7,matched
661,102,86,8.7,matched
661,115,,,unmatched_a_extra
661,92,,,unmatched_a_extra
661,118,,,unmatched_a_extra
661,129,,,unmatched_a_extra
662,88,88,12.5,matched
662,102,86,7.9,matched
662,115,,,unmatched_a_extra
662,92,,,unmatched_a_extra
662,118,,,unmatched_a_extra
662,129,,,unmatched_a_extra
662,123,,,unmatched_a_extra
663,88,88,10.0,matched
663,102,86,8.3,matched
663,115,,,unmatched_a_extra
663,92,,,unmatched_a_extra
663,118,,,unmatched_a_extra
663,129,,,unmatched_a_extra
663,123,,,unmatched_a_extra
664,88,88,12.2,matched
664,102,86,7.4,matched
664,115,,,unmatched_a_extra
664,92,,,unmatched_a_extra
664,118,,,unmatched_a_extra
664,129,,,unmatched_a_extra
664,123,,,unmatched_a_extra
665,88,88,8.9,matched
665,102,86,6.5,matched
665,115,,,unmatched_a_extra
665,92,,,unmatched_a_extra
665,118,,,unmatched_a_extra
665,129,,,unmatched_a_extra
665,123,,,unmatched_a_extra
666,88,88,11.8,matched
666,102,86,6.7,matched
666,115,,,unmatched_a_extra
666,92,,,unmatched_a_extra
666,118,,,unmatched_a_extra
666,129,,,unmatched_a_extra
666,123,,,unmatched_a_extra
667,88,88,14.3,matched
667,102,86,6.8,matched
667,115,,,unmatched_a_extra
667,92,,,unmatched_a_extra
667,118,,,unmatched_a_extra
667,129,,,unmatched_a_extra
667,123,,,unmatched_a_extra
668,88,88,20.5,matched
668,115,,,unmatched_a_extra
668,92,,,unmatched_a_extra
668,102,,,unmatched_a_extra
668,118,,,unmatched_a_extra
668,129,,,unmatched_a_extra
668,123,,,unmatched_a_extra
669,88,88,7.7,matched
669,115,,,unmatched_a_extra
669,92,,,unmatched_a_extra
669,102,,,unmatched_a_extra
669,118,,,unmatched_a_extra
669,129,,,unmatched_a_extra
669,123,,,unmatched_a_extra
670,88,88,6.8,matched
670,102,86,4.4,matched
670,115,,,unmatched_a_extra
670,92,,,unmatched_a_extra
670,129,,,unmatched_a_extra
670,123,,,unmatched_a_extra
671,88,88,6.9,matched
671,102,86,7.4,matched
671,115,,,unmatched_a_extra
671,92,,,unmatched_a_extra
671,129,,,unmatched_a_extra
671,123,,,unmatched_a_extra
672,88,88,8.1,matched
672,115,,,unmatched_a_extra
672,92,,,unmatched_a_extra
672,102,,,unmatched_a_extra
672,129,,,unmatched_a_extra
672,123,,,unmatched_a_extra
673,88,88,11.3,matched
673,115,,,unmatched_a_extra
673,92,,,unmatched_a_extra
673,102,,,unmatched_a_extra
673,129,,,unmatched_a_extra
673,123,,,unmatched_a_extra
673,118,,,unmatched_a_extra
674,88,88,10.3,matched
674,102,86,1.6,matched
674,115,,,unmatched_a_extra
674,92,,,unmatched_a_extra
674,129,,,unmatched_a_extra
674,123,,,unmatched_a_extra
674,118,,,unmatched_a_extra
675,88,88,8.7,matched
675,102,86,5.6,matched
675,115,,,unmatched_a_extra
675,92,,,unmatched_a_extra
675,129,,,unmatched_a_extra
675,123,,,unmatched_a_extra
675,118,,,unmatched_a_extra
676,88,88,4.8,matched
676,102,86,4.0,matched
676,115,,,unmatched_a_extra
676,92,,,unmatched_a_extra
676,129,,,unmatched_a_extra
676,123,,,unmatched_a_extra
676,118,,,unmatched_a_extra
677,88,88,14.5,matched
677,102,86,5.5,matched
677,115,,,unmatched_a_extra
677,92,,,unmatched_a_extra
677,129,,,unmatched_a_extra
677,123,,,unmatched_a_extra
677,118,,,unmatched_a_extra
678,88,88,11.2,matched
678,102,86,6.2,matched
678,115,,,unmatched_a_extra
678,92,,,unmatched_a_extra
678,129,,,unmatched_a_extra
678,123,,,unmatched_a_extra
678,118,,,unmatched_a_extra
679,88,88,5.8,matched
679,102,86,4.4,matched
679,123,93,30.0,matched
679,115,,,unmatched_a_extra
679,92,,,unmatched_a_extra
679,129,,,unmatched_a_extra
679,118,,,unmatched_a_extra
680,88,88,9.2,matched
680,102,86,4.7,matched
680,123,93,27.6,matched
680,115,,,unmatched_a_extra
680,92,,,unmatched_a_extra
680,129,,,unmatched_a_extra
680,118,,,unmatched_a_extra
681,88,88,7.6,matched
681,102,86,8.5,matched
681,123,93,26.5,matched
681,115,,,unmatched_a_extra
681,92,,,unmatched_a_extra
681,129,,,unmatched_a_extra
681,118,,,unmatched_a_extra
682,88,88,5.8,matched
682,102,86,0.9,matched
682,123,93,38.7,matched
682,115,,,unmatched_a_extra
682,92,,,unmatched_a_extra
682,129,,,unmatched_a_extra
682,118,,,unmatched_a_extra
683,88,88,9.1,matched
683,92,93,84.1,matched
683,123,86,219.5,rejected_too_far
683,115,,,unmatched_a_extra
683,129,,,unmatched_a_extra
683,118,,,unmatched_a_extra
684,88,88,7.2,matched
684,123,93,24.1,matched
684,102,86,3.0,matched
684,115,,,unmatched_a_extra
684,92,,,unmatched_a_extra
684,129,,,unmatched_a_extra
684,118,,,unmatched_a_extra
685,88,88,9.5,matched
685,92,95,27.5,matched
685,123,93,6.7,matched
685,102,86,6.5,matched
685,115,,,unmatched_a_extra
685,129,,,unmatched_a_extra
685,118,,,unmatched_a_extra
686,88,86,59.8,matched
686,92,95,30.6,matched
686,129,88,485.8,rejected_too_far
686,102,93,204.6,rejected_too_far
686,115,,,unmatched_a_extra
686,118,,,unmatched_a_extra
687,88,88,10.9,matched
687,92,95,54.9,matched
687,102,86,16.2,matched
687,115,,,unmatched_a_extra
687,129,,,unmatched_a_extra
687,118,,,unmatched_a_extra
688,88,88,13.1,matched
688,92,95,50.1,matched
688,102,86,13.2,matched
688,115,,,unmatched_a_extra
688,129,,,unmatched_a_extra
